open,high,low,close,volume,close_time,regime
64372.72,65414.41,62422.12,62967.41,5789.63,1704250800000,HIGH_VOL
62967.41,63416.89,62866.05,63131.49,5797.15,1704254400000,HIGH_VOL
63131.49,66080.59,62598.36,64553.08,5281.05,1704258000000,HIGH_VOL
64553.08,66496.93,63201.46,65780.85,2401.48,1704261600000,HIGH_VOL
65780.85,66402.31,65573.05,65978.57,5981.46,1704265200000,HIGH_VOL
65978.57,69638.84,64988.2,67864.76,5532.23,1704268800000,HIGH_VOL
67864.76,68051.1,66843.24,67410.33,4547.38,1704272400000,HIGH_VOL
67410.33,70461.75,65850.23,69045.92,3318.88,1704276000000,HIGH_VOL
69045.92,69482.99,68145.92,68570.14,4128.15,1704279600000,HIGH_VOL
68570.14,69238.33,67985.72,68958.64,2976.04,1704283200000,HIGH_VOL
68958.64,70288.08,68216.72,69714.89,2517.79,1704286800000,HIGH_VOL
69714.89,70812.03,67660.8,68703.55,4469.75,1704290400000,HIGH_VOL
68703.55,69088.41,67998.6,68300.98,5040.48,1704294000000,HIGH_VOL
68300.98,68382.42,68242.47,68327.12,2525.95,1704297600000,HIGH_VOL
68327.12,68984.51,67519.13,67752.08,3279.03,1704301200000,HIGH_VOL
67752.08,69006.72,67241.27,68370.83,6061.4,1704304800000,HIGH_VOL
68370.83,69185.24,66541.95,67549.5,2105.65,1704308400000,HIGH_VOL
67549.5,68034.98,67201.13,67744.79,2450.06,1704312000000,HIGH_VOL
67744.79,68242.63,67465.12,68000.9,6106.49,1704315600000,HIGH_VOL
68000.9,68953.24,66467.12,67002.91,5418.53,1704319200000,HIGH_VOL
67002.91,67377.22,65612.97,66317.67,2075.81,1704322800000,HIGH_VOL
66317.67,67086.89,64596.96,65483.76,5386.47,1704326400000,HIGH_VOL
65483.76,65715.59,65148.88,65291.88,4575.57,1704330000000,HIGH_VOL
65291.88,69873.51,62816.94,67807.06,3753.43,1704333600000,HIGH_VOL
67807.06,70137.73,67072.25,69117.56,4770.71,1704337200000,HIGH_VOL
69117.56,70547.53,65975.34,67389.62,3053.32,1704340800000,HIGH_VOL
67389.62,67980.27,64947.83,66123.68,5470.42,1704344400000,HIGH_VOL
66123.68,67341.0,64247.65,64798.32,4526.34,1704348000000,HIGH_VOL
64798.32,67987.18,64030.94,66739.78,3318.92,1704351600000,HIGH_VOL
66739.78,68243.71,65908.0,67626.32,2703.51,1704355200000,HIGH_VOL
67626.32,67887.23,67259.52,67461.55,8162.4,1704358800000,HIGH_VOL
67461.55,68057.58,67115.19,67721.16,2226.87,1704362400000,HIGH_VOL
67721.16,70244.02,66808.24,68898.47,3672.93,1704366000000,HIGH_VOL
68898.47,69144.64,68679.9,68951.48,5718.77,1704369600000,HIGH_VOL
68951.48,69617.68,68661.71,69317.06,2771.37,1704373200000,HIGH_VOL
69317.06,73688.79,67520.55,71841.83,4427.74,1704376800000,HIGH_VOL
71841.83,72634.77,70347.42,70897.11,3587.86,1704380400000,HIGH_VOL
70897.11,71439.86,69101.93,69546.63,42254.88,1704384000000,HIGH_VOL
69546.63,71428.93,65659.71,67485.79,5585.19,1704387600000,HIGH_VOL
67485.79,68434.99,65648.49,66202.54,5408.61,1704391200000,HIGH_VOL
66202.54,66405.29,65932.35,66252.69,5310.73,1704394800000,HIGH_VOL
66252.69,66587.78,65694.11,65957.4,4185.45,1704398400000,HIGH_VOL
65957.4,67390.69,60205.31,63106.37,3636.63,1704402000000,HIGH_VOL
63106.37,63835.43,62656.66,63418.65,2594.02,1704405600000,HIGH_VOL
63418.65,64072.31,63084.42,63767.48,2988.42,1704409200000,HIGH_VOL
63767.48,65229.64,63008.41,64710.51,3391.86,1704412800000,HIGH_VOL
64710.51,66184.25,62550.43,63542.73,3261.73,1704416400000,HIGH_VOL
63542.73,64945.54,62725.46,64172.07,4043.87,1704420000000,HIGH_VOL
64172.07,65045.77,63648.05,64648.16,5606.38,1704423600000,HIGH_VOL
64648.16,66208.71,63598.04,65563.88,4264.07,1704427200000,HIGH_VOL
65563.88,66600.23,63821.88,64774.63,5123.3,1704430800000,HIGH_VOL
64774.63,66166.56,64089.9,65640.71,5658.06,1704434400000,HIGH_VOL
65640.71,67970.86,64492.21,66963.77,2404.16,1704438000000,HIGH_VOL
66963.77,68634.94,66422.89,67799.09,5977.74,1704441600000,HIGH_VOL
67799.09,68388.04,65785.55,66439.65,5403.76,1704445200000,HIGH_VOL
66439.65,67783.63,65972.38,67160.89,5379.24,1704448800000,HIGH_VOL
67160.89,67395.02,67066.62,67189.06,4507.82,1704452400000,HIGH_VOL
67189.06,67753.77,66806.44,67540.1,4401.04,1704456000000,HIGH_VOL
67540.1,68490.02,63996.09,64926.74,4221.19,1704459600000,HIGH_VOL
64926.74,65591.65,64326.82,65380.16,4091.65,1704463200000,HIGH_VOL
65380.16,65941.02,64237.93,64711.08,2508.87,1704466800000,HIGH_VOL
64711.08,67003.96,63130.03,66361.48,4795.92,1704470400000,HIGH_VOL
66361.48,66655.91,65298.41,65705.08,4852.73,1704474000000,HIGH_VOL
65705.08,66340.84,65479.03,65958.74,5240.76,1704477600000,HIGH_VOL
65958.74,66794.62,64093.79,64979.45,3336.37,1704481200000,HIGH_VOL
64979.45,66019.72,64564.98,65399.01,5978.54,1704484800000,HIGH_VOL
65399.01,65584.85,65087.81,65249.53,5101.16,1704488400000,HIGH_VOL
65249.53,65596.81,63754.72,64326.13,5316.28,1704492000000,HIGH_VOL
64326.13,64408.01,64173.79,64329.53,6193.18,1704495600000,HIGH_VOL
64329.53,66099.91,63350.85,65256.23,2503.53,1704499200000,HIGH_VOL
65256.23,65666.86,64826.23,65017.58,2518.17,1704502800000,HIGH_VOL
65017.58,65526.83,64167.03,64499.69,2052.29,1704506400000,HIGH_VOL
64499.69,65335.87,61608.71,62741.46,3255.28,1704510000000,HIGH_VOL
62741.46,63174.62,60986.65,61883.39,3283.19,1704513600000,HIGH_VOL
61883.39,62423.24,61334.32,62168.58,2470.0,1704517200000,HIGH_VOL
62168.58,62327.38,62056.7,62217.68,3206.61,1704520800000,HIGH_VOL
62217.68,63639.1,61423.63,62962.66,6246.2,1704524400000,HIGH_VOL
62962.66,63526.58,62666.45,63103.17,2384.37,1704528000000,HIGH_VOL
63103.17,64253.27,62628.1,63670.66,3023.52,1704531600000,HIGH_VOL
63670.66,64129.79,63371.52,63876.88,2842.37,1704535200000,HIGH_VOL
63876.88,64988.32,63641.17,64441.49,7017.35,1704538800000,HIGH_VOL
64441.49,66605.34,60739.73,62265.87,5406.3,1704542400000,HIGH_VOL
62265.87,63632.0,57234.92,59813.13,2243.24,1704546000000,HIGH_VOL
59813.13,60111.39,59287.27,59512.92,5281.46,1704549600000,HIGH_VOL
59512.92,61798.48,58095.21,60875.67,2170.64,1704553200000,HIGH_VOL
60875.67,63048.52,59372.66,62297.3,4677.55,1704556800000,HIGH_VOL
62297.3,63010.64,61282.83,61656.28,5122.14,1704560400000,HIGH_VOL
61656.28,62224.81,60981.91,61269.88,5017.09,1704564000000,HIGH_VOL
61269.88,62925.37,59148.01,59825.19,2231.63,1704567600000,HIGH_VOL
59825.19,60739.96,59522.77,60305.88,5757.62,1704571200000,HIGH_VOL
60305.88,61922.41,59446.54,61265.46,2389.81,1704574800000,HIGH_VOL
61265.46,61934.55,59025.92,60142.46,3948.88,1704578400000,HIGH_VOL
60142.46,60487.92,59701.13,59938.89,4432.76,1704582000000,HIGH_VOL
59938.89,62558.3,59306.17,61304.0,3280.71,1704585600000,HIGH_VOL
61304.0,63332.45,60742.18,62428.11,4759.24,1704589200000,HIGH_VOL
62428.11,63225.15,62260.11,62831.18,4160.5,1704592800000,HIGH_VOL
62831.18,62970.24,62711.83,62892.24,1318.0,1704596400000,TREND
62892.24,63171.95,62759.14,62993.33,1878.87,1704600000000,TREND
62993.33,63167.95,62690.69,62825.02,1169.97,1704603600000,TREND
62825.02,62997.56,62449.81,62591.88,861.3,1704607200000,TREND
62591.88,63432.3,62248.37,63062.7,1183.51,1704610800000,TREND
63062.7,63377.82,62812.53,63167.46,1993.4,1704614400000,TREND
63167.46,63323.14,62982.1,63234.68,1337.56,1704618000000,TREND
63234.68,63757.99,63078.14,63506.43,1533.41,1704621600000,TREND
63506.43,65001.21,63223.04,64139.43,1671.66,1704625200000,TREND
64139.43,64406.57,64007.23,64185.59,2365.8,1704628800000,TREND
64185.59,64394.91,63902.18,64170.06,2159.78,1704632400000,TREND
64170.06,64331.85,63694.22,63994.34,1640.04,1704636000000,TREND
63994.34,64330.81,63787.82,64175.47,9824.93,1704639600000,TREND
64175.47,64447.27,63897.91,64307.15,1094.09,1704643200000,TREND
64307.15,64668.28,63464.86,63900.81,824.96,1704646800000,TREND
63900.81,64304.06,63325.77,63575.49,1432.84,1704650400000,TREND
63575.49,63786.99,63325.25,63432.14,1003.44,1704654000000,TREND
63432.14,63538.69,63155.12,63330.0,2492.29,1704657600000,TREND
63330.0,63593.38,62828.32,63224.3,1969.03,1704661200000,TREND
63224.3,63337.52,63023.27,63179.56,7643.62,1704664800000,TREND
63179.56,63423.07,62927.0,63283.8,1078.38,1704668400000,TREND
63283.8,63782.83,62894.48,63517.04,2481.53,1704672000000,TREND
63517.04,63666.71,63240.46,63334.7,2483.55,1704675600000,TREND
63334.7,63913.02,62934.96,63686.3,1467.37,1704679200000,TREND
63686.3,63869.04,63606.3,63741.48,1537.42,1704682800000,TREND
63741.48,63858.12,63509.48,63681.31,1107.58,1704686400000,TREND
63681.31,63984.75,63400.45,63811.59,1195.85,1704690000000,TREND
63811.59,63951.49,63420.6,63709.95,1796.96,1704693600000,TREND
63709.95,63811.4,63350.35,63550.65,1214.23,1704697200000,TREND
63550.65,63715.66,63404.67,63632.84,1903.55,1704700800000,TREND
63632.84,63727.69,63515.23,63620.06,898.78,1704704400000,TREND
63620.06,64135.36,63293.57,63809.8,1375.38,1704708000000,TREND
63809.8,64219.78,63613.98,63964.8,2106.67,1704711600000,TREND
63964.8,64104.14,63879.52,63968.88,2346.24,1704715200000,TREND
63968.88,64104.48,63336.0,63751.41,1379.0,1704718800000,TREND
63751.41,63825.71,63570.51,63655.71,978.47,1704722400000,TREND
63655.71,63870.24,63582.19,63758.31,1872.41,1704726000000,TREND
63758.31,64155.28,63548.65,63993.85,8597.5,1704729600000,TREND
63993.85,64317.46,63826.24,64147.39,1322.81,1704733200000,TREND
64147.39,64186.41,64105.11,64155.98,1272.64,1704736800000,TREND
64155.98,64551.17,63844.44,64225.33,2469.07,1704740400000,TREND
64225.33,64890.71,63957.77,64544.94,2094.44,1704744000000,TREND
64544.94,65218.22,63282.9,64001.06,2437.46,1704747600000,TREND
64001.06,64314.63,63339.73,63774.14,993.98,1704751200000,TREND
63774.14,64041.85,63030.46,63523.66,1740.28,1704754800000,TREND
63523.66,64412.29,63113.09,63924.94,2473.78,1704758400000,TREND
63924.94,64328.0,63309.36,63481.3,17398.92,1704762000000,HIGH_VOL
63481.3,64161.83,62374.91,62946.36,6188.55,1704765600000,HIGH_VOL
62946.36,63684.6,60226.21,61214.11,3749.2,1704769200000,HIGH_VOL
61214.11,62860.01,60377.89,62410.78,4360.71,1704772800000,HIGH_VOL
62410.78,63274.2,62033.97,62911.69,26729.75,1704776400000,HIGH_VOL
62911.69,63799.27,62181.96,63413.57,2464.45,1704780000000,HIGH_VOL
63413.57,64248.07,60977.86,62005.11,5288.31,1704783600000,HIGH_VOL
62005.11,62680.56,59843.65,60760.66,22547.91,1704787200000,HIGH_VOL
60760.66,62914.74,59746.12,62118.39,31471.74,1704790800000,HIGH_VOL
62118.39,62803.28,61125.68,61500.41,2125.83,1704794400000,HIGH_VOL
61500.41,62106.16,60388.18,61085.23,4854.35,1704798000000,HIGH_VOL
61085.23,62092.47,57134.19,58819.82,3479.13,1704801600000,HIGH_VOL
58819.82,59247.02,58081.5,58428.5,4508.86,1704805200000,HIGH_VOL
58428.5,58809.69,57994.36,58146.98,5767.87,1704808800000,HIGH_VOL
58146.98,59205.89,57910.69,58648.59,3453.19,1704812400000,HIGH_VOL
58648.59,59975.79,58364.96,59264.32,6244.66,1704816000000,HIGH_VOL
59264.32,59510.55,58540.93,58932.07,2581.49,1704819600000,HIGH_VOL
58932.07,60525.61,55805.5,57349.65,3667.57,1704823200000,HIGH_VOL
57349.65,59911.61,56107.68,58992.73,2571.06,1704826800000,HIGH_VOL
58992.73,59753.8,57458.35,57969.27,15053.53,1704830400000,HIGH_VOL
57969.27,58325.03,57833.73,58106.01,3458.99,1704834000000,HIGH_VOL
58106.01,59241.27,54896.12,56579.71,5195.84,1704837600000,HIGH_VOL
56579.71,56730.72,55880.14,56258.14,5812.24,1704841200000,HIGH_VOL
56258.14,57129.98,53925.92,54845.21,5863.53,1704844800000,HIGH_VOL
54845.21,56208.94,51688.28,52686.97,4510.67,1704848400000,HIGH_VOL
52686.97,53087.69,51420.38,52086.7,3025.83,1704852000000,HIGH_VOL
52086.7,52456.41,51837.74,52348.91,5715.84,1704855600000,HIGH_VOL
52348.91,53008.22,52185.97,52670.23,5365.89,1704859200000,HIGH_VOL
52670.23,54066.76,51842.74,53320.28,4024.09,1704862800000,HIGH_VOL
53320.28,53598.93,52573.78,52870.36,5462.21,1704866400000,HIGH_VOL
52870.36,53145.37,52308.64,52494.09,2787.01,1704870000000,HIGH_VOL
52494.09,54349.64,51727.12,53706.38,4774.92,1704873600000,HIGH_VOL
53706.38,54110.26,53457.15,53947.23,29948.71,1704877200000,HIGH_VOL
53947.23,54404.33,52670.98,53239.42,2174.59,1704880800000,HIGH_VOL
53239.42,53818.32,51701.0,52429.5,3934.25,1704884400000,HIGH_VOL
52429.5,54086.47,51351.45,53320.81,2216.58,1704888000000,HIGH_VOL
53320.81,53419.84,53078.5,53252.8,2257.25,1704891600000,HIGH_VOL
53252.8,54209.88,51886.02,52485.82,3283.8,1704895200000,HIGH_VOL
52485.82,53397.37,52259.97,52994.36,2007.06,1704898800000,HIGH_VOL
52994.36,53697.44,51265.31,52130.41,2005.24,1704902400000,HIGH_VOL
52130.41,53035.27,50246.29,51137.03,3415.65,1704906000000,HIGH_VOL
51137.03,51583.41,50383.88,50839.6,5575.12,1704909600000,HIGH_VOL
50839.6,52360.89,50417.28,51715.95,3030.55,1704913200000,HIGH_VOL
51715.95,52455.43,50378.57,50961.38,2970.07,1704916800000,HIGH_VOL
50961.38,51916.06,50422.57,51550.81,2206.42,1704920400000,HIGH_VOL
51550.81,52047.69,51151.8,51889.45,9742.21,1704924000000,HIGH_VOL
51889.45,52275.68,51680.02,52093.13,2039.35,1704927600000,HIGH_VOL
52093.13,53438.42,51443.82,52728.08,2470.18,1704931200000,HIGH_VOL
52728.08,54002.48,52425.5,53532.1,4419.15,1704934800000,HIGH_VOL
53532.1,54108.37,51461.03,51990.49,2020.15,1704938400000,HIGH_VOL
51990.49,55036.39,50615.69,53438.41,2691.66,1704942000000,HIGH_VOL
53438.41,54019.41,52133.71,52683.0,3080.62,1704945600000,HIGH_VOL
52683.0,53322.9,51261.29,51840.21,4564.55,1704949200000,HIGH_VOL
51840.21,53742.5,50764.89,52740.36,5455.93,1704952800000,HIGH_VOL
52740.36,53571.95,52495.33,53244.88,4553.12,1704956400000,HIGH_VOL
53244.88,54069.09,52976.69,53750.68,10549.58,1704960000000,HIGH_VOL
53750.68,54850.09,50662.29,52264.49,2080.9,1704963600000,HIGH_VOL
52264.49,52647.67,50574.55,51217.76,5009.39,1704967200000,HIGH_VOL
51217.76,52838.83,50089.91,52287.67,5782.58,1704970800000,HIGH_VOL
52287.67,52334.51,52201.95,52276.86,2610.8,1704974400000,HIGH_VOL
52276.86,52903.23,52017.95,52578.83,4155.99,1704978000000,HIGH_VOL
52578.83,52693.4,52343.35,52516.46,2070.46,1704981600000,HIGH_VOL
52516.46,54056.43,52006.87,53228.46,2539.37,1704985200000,HIGH_VOL
53228.46,53310.08,53148.94,53244.0,4278.85,1704988800000,HIGH_VOL
53244.0,53416.58,52991.64,53098.58,2214.71,1704992400000,HIGH_VOL
53098.58,53711.21,52547.51,53499.94,4820.39,1704996000000,HIGH_VOL
53499.94,53628.33,53265.08,53377.3,4531.78,1704999600000,HIGH_VOL
53377.3,55019.77,52959.17,54211.46,3078.07,1705003200000,HIGH_VOL
54211.46,54866.15,52349.98,53287.49,3683.71,1705006800000,HIGH_VOL
53287.49,55129.17,52083.59,54340.05,4409.49,1705010400000,HIGH_VOL
54340.05,55348.62,52896.48,53281.18,3781.91,1705014000000,HIGH_VOL
53281.18,53596.02,52831.75,53093.65,5383.12,1705017600000,HIGH_VOL
53093.65,53399.18,52285.73,52659.81,2399.81,1705021200000,HIGH_VOL
52659.81,52976.82,52014.88,52312.13,4900.97,1705024800000,HIGH_VOL
52312.13,52853.99,50874.6,51376.14,2758.38,1705028400000,HIGH_VOL
51376.14,51805.82,49473.13,50439.18,3996.65,1705032000000,HIGH_VOL
50439.18,50510.92,50301.81,50442.09,3610.97,1705035600000,HIGH_VOL
50442.09,51922.75,49970.32,51380.16,5107.33,1705039200000,HIGH_VOL
51380.16,53048.59,50302.85,52618.13,2444.61,1705042800000,HIGH_VOL
52618.13,52912.49,51255.63,51987.2,5391.91,1705046400000,HIGH_VOL
51987.2,53994.31,50983.33,53129.37,40746.38,1705050000000,HIGH_VOL
53129.37,53180.18,53030.56,53137.76,5057.08,1705053600000,HIGH_VOL
53137.76,53393.63,52985.74,53224.86,3356.31,1705057200000,HIGH_VOL
53224.86,54438.36,52674.99,53910.59,3738.84,1705060800000,HIGH_VOL
53910.59,54362.22,53083.06,53587.99,3987.47,1705064400000,HIGH_VOL
53587.99,53702.04,53428.77,53592.73,3674.95,1705068000000,HIGH_VOL
53592.73,54052.01,53233.64,53851.85,4909.39,1705071600000,HIGH_VOL
53851.85,55117.15,53413.54,54389.72,3035.29,1705075200000,HIGH_VOL
54389.72,54544.64,54228.46,54319.12,5744.4,1705078800000,HIGH_VOL
54319.12,55530.21,54044.99,55001.67,2789.51,1705082400000,HIGH_VOL
55001.67,55301.47,54143.84,54483.87,16777.28,1705086000000,HIGH_VOL
54483.87,55377.86,53723.8,55077.29,4773.21,1705089600000,HIGH_VOL
55077.29,55730.33,51937.74,53409.36,3072.85,1705093200000,HIGH_VOL
53409.36,53653.84,53043.76,53302.84,5726.02,1705096800000,HIGH_VOL
53302.84,54764.16,52789.27,54070.27,6175.06,1705100400000,HIGH_VOL
54070.27,54306.46,53910.99,54089.26,1317.59,1705104000000,LATERAL
54089.26,54308.29,53625.3,53925.04,2237.85,1705107600000,LATERAL
53925.04,54050.98,53753.57,53888.5,1081.03,1705111200000,LATERAL
53888.5,54009.85,53734.7,53868.08,2248.29,1705114800000,LATERAL
53868.08,53938.51,53726.11,53811.65,1303.26,1705118400000,LATERAL
53811.65,53993.24,53646.52,53837.14,2092.03,1705122000000,LATERAL
53837.14,54194.05,53618.6,53941.18,2400.62,1705125600000,LATERAL
53941.18,54074.92,53857.92,53926.4,970.67,1705129200000,LATERAL
53926.4,54048.99,53688.99,53855.9,1105.14,1705132800000,LATERAL
53855.9,53978.26,53686.79,53892.28,1216.94,1705136400000,LATERAL
53892.28,54112.78,53736.04,53968.16,2286.78,1705140000000,LATERAL
53968.16,54157.78,53851.66,54002.9,1222.29,1705143600000,LATERAL
54002.9,54157.81,53843.99,53982.03,2398.03,1705147200000,LATERAL
53982.03,54095.58,53876.3,53944.55,1680.02,1705150800000,LATERAL
53944.55,53986.28,53879.58,53933.42,1712.17,1705154400000,LATERAL
53933.42,54110.03,53811.47,53938.39,1013.63,1705158000000,LATERAL
53938.39,54097.14,53804.85,54014.84,2420.45,1705161600000,LATERAL
54014.84,54201.24,53863.44,54053.56,1153.12,1705165200000,LATERAL
54053.56,54216.96,53917.65,54115.37,1002.22,1705168800000,LATERAL
54115.37,54240.72,53926.44,54173.71,1833.82,1705172400000,LATERAL
54173.71,54368.99,53991.9,54192.76,1704.21,1705176000000,LATERAL
54192.76,54448.23,53810.28,54000.07,2191.12,1705179600000,LATERAL
54000.07,54135.61,53718.91,53887.07,1059.89,1705183200000,LATERAL
53887.07,54039.41,53706.97,53810.98,885.18,1705186800000,LATERAL
53810.98,54086.02,53585.79,53779.34,1858.6,1705190400000,LATERAL
53779.34,53942.46,53649.45,53806.01,1160.32,1705194000000,LATERAL
53806.01,53859.31,53673.41,53740.5,15028.04,1705197600000,LATERAL
53740.5,53841.11,53609.02,53723.79,905.51,1705201200000,LATERAL
53723.79,53804.41,53651.76,53726.05,1058.96,1705204800000,LATERAL
53726.05,53846.25,53586.21,53740.63,2367.15,1705208400000,LATERAL
53740.63,53869.44,53374.36,53672.63,1583.87,1705212000000,LATERAL
53672.63,53971.39,53328.51,53580.28,1603.73,1705215600000,LATERAL
53580.28,53793.86,53256.85,53480.69,1101.3,1705219200000,LATERAL
53480.69,53584.02,53422.92,53505.03,868.43,1705222800000,LATERAL
53505.03,53663.29,53430.21,53526.56,2074.35,1705226400000,LATERAL
53526.56,53645.97,53396.43,53506.88,1921.99,1705230000000,LATERAL
53506.88,53708.94,53357.8,53603.17,1422.77,1705233600000,LATERAL
53603.17,53741.4,53536.57,53596.02,1755.09,1705237200000,LATERAL
53596.02,53669.69,53507.55,53603.91,2342.05,1705240800000,LATERAL
53603.91,53727.4,53441.3,53600.05,1382.02,1705244400000,LATERAL
53600.05,53763.94,53550.47,53641.37,1013.87,1705248000000,LATERAL
53641.37,53781.1,53591.91,53685.07,1914.38,1705251600000,LATERAL
53685.07,53873.39,53511.37,53709.8,1355.13,1705255200000,LATERAL
53709.8,53852.38,53563.25,53677.12,2263.07,1705258800000,LATERAL
53677.12,53724.86,53512.68,53610.55,1019.92,1705262400000,LATERAL
53610.55,53700.42,53389.15,53588.6,1281.99,1705266000000,LATERAL
53588.6,53815.91,53428.25,53609.19,1144.29,1705269600000,LATERAL
53609.19,53863.81,53180.68,53472.01,2419.97,1705273200000,LATERAL
53472.01,53552.1,53445.93,53474.36,1863.31,1705276800000,LATERAL
53474.36,53661.23,53339.16,53551.6,1479.45,1705280400000,LATERAL
53551.6,53635.8,53505.67,53583.19,1480.1,1705284000000,LATERAL
53583.19,53742.0,53493.89,53647.46,1554.7,1705287600000,LATERAL
53647.46,53934.74,53448.61,53691.65,1347.77,1705291200000,LATERAL
53691.65,53801.15,53573.21,53737.25,1874.74,1705294800000,LATERAL
53737.25,53812.59,53557.52,53681.16,2351.54,1705298400000,LATERAL
53681.16,53869.17,53373.48,53618.85,2462.95,1705302000000,LATERAL
53618.85,53755.24,53552.45,53605.55,2096.4,1705305600000,LATERAL
53605.55,53732.59,53435.34,53515.88,1208.38,1705309200000,LATERAL
53515.88,53664.33,53310.63,53542.64,1238.27,1705312800000,LATERAL
53542.64,53696.76,53331.66,53532.64,1172.06,1705316400000,LATERAL
53532.64,53726.17,53451.36,53606.36,5078.92,1705320000000,LATERAL
53606.36,53870.81,53356.72,53636.01,2226.6,1705323600000,LATERAL
53636.01,53883.48,53506.07,53623.18,996.7,1705327200000,LATERAL
53623.18,53872.83,53306.95,53519.47,1127.4,1705330800000,LATERAL
53519.47,53745.49,53389.13,53605.34,1853.44,1705334400000,LATERAL
53605.34,53770.17,53476.38,53698.94,918.39,1705338000000,LATERAL
53698.94,53929.32,53517.64,53727.18,1260.07,1705341600000,LATERAL
53727.18,53834.96,53623.54,53700.52,990.14,1705345200000,LATERAL
53700.52,53863.12,53481.43,53743.18,1519.94,1705348800000,LATERAL
53743.18,53896.63,53546.39,53743.73,1966.48,1705352400000,LATERAL
53743.73,53889.61,53571.96,53700.89,2499.02,1705356000000,LATERAL
53700.89,54055.73,53407.38,53804.07,2037.33,1705359600000,LATERAL
53804.07,54092.83,53500.34,53885.35,1584.06,1705363200000,LATERAL
53885.35,54081.11,53644.59,53924.55,1942.85,1705366800000,LATERAL
53924.55,54099.27,53855.31,53970.5,2214.6,1705370400000,LATERAL
